Source_IP,Destination_IP,Port,Payload_Size,Intrusion,Hour,Minute,Day,Weekday,Request_Type_FTP,Request_Type_HTTP,Request_Type_HTTPS,Request_Type_SMTP,Request_Type_SSH,Request_Type_Telnet,Protocol_TCP,Protocol_UDP,User_Agent_Nikto/2.1.6,User_Agent_Wget/1.20.3,User_Agent_curl/7.68.0,User_Agent_nmap/7.80,User_Agent_python-requests/2.25.1,Status_Success,Scan_Type_Normal,Scan_Type_PortScan
5825463,14934616,167,421.0,0,23,21,6,4,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
85960510,39274911,167,1015.0,0,3,4,4,2,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False
74656866,75930807,25,2030.0,0,17,26,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
12241746,21680631,53,1302.0,0,1,4,1,6,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
62565412,88353862,167,2016.0,0,22,34,1,6,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
29556474,22508275,53,962.0,0,4,3,2,0,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False
7354241,95863875,167,419.0,0,18,5,5,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
57312558,14135174,25,1763.0,0,6,10,6,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
9412826,12973574,53,550.0,0,2,13,5,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
14079831,6818493,80,902.0,0,7,22,1,6,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
73042921,17688916,80,1835.0,0,23,18,1,6,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
75184896,59148866,22,572.0,0,12,25,3,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
3354880,39414442,80,668.0,0,3,46,6,4,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
38421699,92891987,25,540.0,0,16,10,6,4,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
322736,47253078,22,1086.0,0,6,20,1,6,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
5830920,11708079,22,2822.0,0,18,8,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
96766724,40579450,25,1831.0,0,19,50,4,2,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False
38565210,84012333,25,1601.0,0,10,56,5,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
34936862,52539078,167,2564.0,0,10,1,6,4,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
27038652,94749431,53,597.0,0,5,55,1,6,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
41202786,66505337,53,1870.0,0,18,54,5,3,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
88487655,21739902,80,2244.0,0,5,55,3,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False
1908663,18748387,22,2807.0,0,15,0,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
73678724,80901149,21,1580.0,0,3,55,5,3,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
33799444,80817843,167,2935.0,0,16,36,6,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
93893831,46911476,53,305.0,0,12,55,5,3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
9004929,7513343,25,1937.0,0,5,14,2,0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
91175539,41449584,53,1027.0,0,20,34,5,3,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
58816315,88651943,167,1937.0,0,15,13,6,4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
87030106,5629385,21,2348.0,0,7,17,3,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
95110059,15570932,167,4545.625,1,4,36,6,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
75688454,41358301,135,1845.0,1,2,47,4,2,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
43086897,44179960,21,2217.0,0,14,1,4,2,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
41896285,7716239,25,221.0,0,16,47,2,0,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
98554774,97961983,21,1042.0,0,10,8,1,6,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
95110059,28805659,135,2864.0,1,23,37,4,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
28656991,5825747,22,1403.0,0,9,51,1,6,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
75903601,72041714,25,2986.0,0,7,41,2,0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
62895120,94508302,167,2620.0,0,2,27,1,6,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
20209180,61115993,21,1908.0,0,5,45,6,4,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
90322668,23661313,80,1986.0,0,1,21,6,4,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
93554390,72175614,21,2617.0,0,17,26,1,6,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
57965963,83140012,21,2052.0,0,18,12,1,6,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
73360414,30565270,80,2541.0,0,22,51,2,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
61576046,25908750,25,1306.0,0,14,58,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
88896583,73223891,25,1552.0,0,11,51,6,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
92882267,43780934,53,2360.0,0,23,22,6,4,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
68220931,83476248,53,878.0,0,20,2,4,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
37595585,34066922,53,428.0,0,22,5,2,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
30798049,90949949,53,2085.0,0,19,50,4,2,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
89898482,45419160,22,423.0,0,11,53,3,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
91530633,44439340,80,607.0,0,10,27,4,2,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
85255699,13466738,21,1892.0,0,3,38,5,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
93828168,54071820,80,1355.0,0,5,59,4,2,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
2780160,50870949,22,1015.0,0,18,7,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
36903672,49668909,25,2610.0,0,12,46,5,3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
8238414,58265192,25,287.0,0,19,13,1,6,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
8000374,1730689,22,365.0,0,20,46,1,6,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
68699194,95473375,21,2831.0,0,1,2,4,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
85339109,9274647,167,2395.0,0,17,54,2,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
17091402,51123209,53,1679.0,0,10,2,3,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
5498688,19442897,22,2768.0,0,10,34,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
22924244,38126543,80,1117.0,0,21,21,4,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
85898808,15384981,80,1218.0,0,22,6,4,2,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False
86579174,84919450,22,2193.0,0,9,43,3,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
67263536,84511818,167,4545.625,1,7,44,6,4,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
62246162,49517605,25,354.0,0,14,0,1,6,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
82379221,63344439,22,395.0,0,1,9,4,2,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
31480136,39470212,22,2393.0,0,20,30,6,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
82751194,35524214,25,2078.0,0,19,21,6,4,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
14442157,60214149,53,898.0,0,17,13,4,2,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False
33061546,17324601,23,160.0,1,2,46,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
27694350,57126175,25,2611.0,0,5,20,1,6,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False
99032240,9508299,53,1656.0,0,1,39,3,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
94756142,38967895,22,2049.0,0,3,12,4,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
38527279,76072930,21,795.0,0,0,51,6,4,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
5987525,35613167,21,2780.0,0,5,12,1,6,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False
56445155,57668216,22,883.0,0,3,57,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
87030106,6146716,25,1973.0,0,13,29,5,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
28890083,13247361,25,1607.0,0,13,14,2,0,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False
53135722,28580201,25,2831.0,0,14,4,4,2,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
95090053,6463199,53,1579.0,0,14,58,5,3,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
12250706,13259938,21,2257.0,0,4,15,6,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
98860818,99305187,22,2275.0,0,16,1,6,4,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False
84303078,17319330,167,2025.0,0,19,0,1,6,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
87230281,26896577,53,2239.0,0,15,39,6,4,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
8081279,60653102,53,2647.0,0,8,27,3,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False
95110059,74778186,23,1029.0,1,23,11,5,3,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
46787305,41558659,53,1614.0,0,3,52,6,4,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
45663462,40574878,23,1468.0,1,7,39,2,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
76832178,78784292,21,2278.0,0,16,15,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
59675714,96662026,22,2660.0,0,0,53,4,2,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
93117839,7923893,25,1189.0,0,5,50,1,6,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
12994412,44616108,22,2104.0,0,6,36,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
83941374,70899589,53,1905.0,0,7,8,6,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
74351959,26697705,53,1866.0,0,4,6,1,6,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
58693363,93181085,53,711.0,0,2,5,3,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
99100314,45699757,21,470.0,0,14,7,4,2,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False
50309402,20417700,25,2278.0,0,19,1,4,2,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
5448509,88979729,53,235.0,0,20,4,3,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
16498508,58730269,167,50.0,1,3,34,1,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4044329,24620085,53,598.0,0,9,2,6,4,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
98273667,90453918,167,389.0,0,2,18,4,2,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
13554855,25923958,53,2420.0,0,23,40,6,4,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
63770538,31398673,21,2453.0,0,16,6,1,6,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
44077988,60903830,22,1199.0,0,4,22,4,2,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
69163957,67254753,22,1345.0,0,21,27,4,2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
62293148,53667861,167,293.0,0,4,38,3,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
90879439,94535221,80,2002.0,0,4,10,3,1,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
67263536,6781364,167,836.0,1,7,46,1,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
53314839,18921922,25,398.0,0,6,57,4,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
99091122,51056940,53,318.0,0,14,9,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
62811465,94273059,23,1821.0,1,1,44,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28229420,96489016,22,1865.0,0,12,12,2,0,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False
52961181,45584128,22,2594.0,0,17,59,1,6,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
94879769,41100120,53,1010.0,0,8,1,6,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
53525676,51863100,167,4306.0,1,5,3,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24549209,2957873,25,1060.0,0,7,46,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
59924348,75907842,21,2449.0,0,15,40,3,1,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
92103835,99437708,167,1767.0,0,16,43,5,3,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False
66319658,68189367,80,1717.0,0,12,47,3,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
24003657,3385041,21,1512.0,0,19,17,5,3,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
95413820,87218387,22,898.0,0,20,0,2,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
5459948,47803726,53,2192.0,0,23,54,5,3,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False
53525676,5163000,167,4545.625,1,23,54,2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
293137,59902580,21,1839.0,0,6,39,1,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
52729712,62898412,21,1035.0,0,10,37,1,6,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
52421019,81052135,22,2777.0,0,2,22,1,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
30414078,22355631,25,1755.0,0,22,46,5,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
95415111,98830736,80,2373.0,0,6,46,6,4,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
4114889,2407090,80,2377.0,0,20,32,4,2,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
33841723,18758603,25,1140.0,0,17,38,6,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
22212220,151284,23,134.0,1,4,10,1,6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15395037,9077167,22,408.0,0,8,11,4,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
13727963,71156727,167,383.0,0,0,0,5,3,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False
29764115,96341321,167,1429.0,0,8,43,1,6,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False
27330593,41633012,21,2990.0,0,1,48,3,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
60971442,3577822,21,501.0,0,16,44,4,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
62811465,96814545,167,3636.0,1,18,6,3,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
30989299,19243172,53,2960.0,0,21,15,5,3,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False
91226432,2420435,25,293.0,0,11,12,1,6,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
23855795,55639255,80,2587.0,0,16,29,4,2,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False
97035083,69227369,167,1430.0,0,20,11,3,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False
28591490,99887822,25,371.0,0,20,30,5,3,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False
63290984,22110491,22,1128.0,0,1,38,1,6,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
92064931,67668211,80,869.0,0,9,32,5,3,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
79885891,22750608,22,1677.0,0,0,47,1,6,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
17136196,91597180,167,2560.0,0,22,56,1,6,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
84123738,19380508,21,1236.0,0,2,2,3,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
68152581,66216509,21,1048.0,0,9,0,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
84091798,66197605,80,1105.0,0,8,49,6,4,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
47324546,99834713,167,1410.0,0,19,15,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
31446978,55541751,21,2381.0,0,23,3,1,6,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
43108057,62888765,80,1141.0,0,0,25,2,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
32029390,69025410,80,1795.0,0,8,25,5,3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
55140986,28223505,22,818.0,0,12,21,5,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
50431046,10992585,80,2424.0,0,4,42,6,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
30228859,35739536,53,294.0,0,0,29,3,1,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
40031684,73818169,167,1563.0,0,20,18,1,6,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
49372033,67949044,21,745.0,0,8,34,3,1,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False
78562586,10924873,21,932.0,0,5,36,3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
85092253,13664047,80,2847.0,0,16,27,4,2,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
59301524,26647335,53,779.0,0,23,46,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
14160270,9697409,21,2665.0,0,14,1,5,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
49132360,48826337,22,320.0,0,9,6,5,3,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
23440654,8336770,53,1485.0,0,6,23,1,6,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
59496372,42229385,21,553.0,0,22,19,2,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
